project,version,tracer,kind,weight,zrange,region,available,data type,directory
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,0.8-1.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,0.8-1.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,0.8-1.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,1.1-1.6,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,1.1-1.6,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,1.1-1.6,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,1.1-1.6,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,1.1-1.6,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,1.1-1.6,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,0.8-1.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,0.8-1.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,0.8-1.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,1.1-1.6,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,1.1-1.6,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,1.1-1.6,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.4-0.6,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.4-0.6,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.4-0.6,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.6-0.8,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.6-0.8,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.6-0.8,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.8-1.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.8-1.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.8-1.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.4-0.6,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.4-0.6,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.4-0.6,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.6-0.8,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.6-0.8,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.6-0.8,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.4-0.6,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.4-0.6,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.4-0.6,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.6-0.8,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.6-0.8,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.6-0.8,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.8-1.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.8-1.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,LRG,particle2_correlation_smu,default-FKP,0.8-1.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,mesh2_spectrum_poles,default-FKP,0.8-2.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,mesh2_spectrum_poles,default-FKP,0.8-2.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,mesh2_spectrum_poles,default-FKP,0.8-2.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-2.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-2.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-2.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,particle2_correlation_smu,default-FKP,0.8-2.1,GCcomb,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,particle2_correlation_smu,default-FKP,0.8-2.1,NGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-v3-altmtl,QSO,particle2_correlation_smu,default-FKP,0.8-2.1,SGC,859,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-v3-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,default-FKP,0.1-0.4,GCcomb,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,default-FKP,0.1-0.4,NGC,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,mesh2_spectrum_poles,default-FKP,0.1-0.4,SGC,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.1-0.4,GCcomb,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.1-0.4,NGC,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.1-0.4,SGC,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,particle2_correlation_smu,default-FKP,0.1-0.4,GCcomb,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,particle2_correlation_smu,default-FKP,0.1-0.4,NGC,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,holi-bgs-altmtl,BGS_BRIGHT-21.35,particle2_correlation_smu,default-FKP,0.1-0.4,SGC,1000,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/holi-bgs-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,0.8-1.1,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,0.8-1.1,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,0.8-1.1,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,1.1-1.6,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,1.1-1.6,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-FKP,1.1-1.6,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-noimsys-FKP,0.8-1.1,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-noimsys-FKP,0.8-1.1,NGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-noimsys-FKP,0.8-1.1,SGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-noimsys-FKP,1.1-1.6,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-noimsys-FKP,1.1-1.6,NGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh2_spectrum_poles,default-noimsys-FKP,1.1-1.6,SGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,0.8-1.1,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,1.1-1.6,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,1.1-1.6,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-FKP,1.1-1.6,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-noimsys-FKP,0.8-1.1,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-noimsys-FKP,0.8-1.1,NGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-noimsys-FKP,0.8-1.1,SGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-noimsys-FKP,1.1-1.6,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-noimsys-FKP,1.1-1.6,NGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,mesh3_spectrum_sugiyama-diagonal_poles,default-noimsys-FKP,1.1-1.6,SGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,0.8-1.1,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,0.8-1.1,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,0.8-1.1,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,1.1-1.6,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,1.1-1.6,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,ELG_LOPnotqso,particle2_correlation_smu,default-FKP,1.1-1.6,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.4-0.6,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.4-0.6,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.4-0.6,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.6-0.8,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.6-0.8,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.6-0.8,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.8-1.1,GCcomb,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.8-1.1,NGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-FKP,0.8-1.1,SGC,983,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.4-0.6,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.4-0.6,NGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.4-0.6,SGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.6-0.8,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.6-0.8,NGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.6-0.8,SGC,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
full_shape/base,glam-uchuu-v2-altmtl,LRG,mesh2_spectrum_poles,default-noimsys-FKP,0.8-1.1,GCcomb,98,mock,/global/cfs/cdirs/desi/science/cai/desi-clustering/dr2/summary_statistics/full_shape/base/glam-uchuu-v2-altmtl
